logSection	time	logText	value
Experiment	991923	updateZoneForCurrentFilter()	
Experiment	991946	User aborted calculation of zone after data point number warning with data points=4678	
Experiment	993127	Zone recalculated for Filter6 in: 	1181
Experiment	993128	recalcZones()	
Experiment	993640	Scenarios recalculated in:	510
Experiment	993643	Current Zone Size (km2): Scenario 1	107.5975351202185
Experiment	993823	bufferChanged() Filter6, 0.3	
Experiment	993823	setPrompt() oldPrompt=8, newPrompt=8	
Experiment	993824	selectFilter(Filter6)	
Experiment	994707	Filter Updated: Filter6 Buffer=0.3, Distance=, SelectedItems=219275198-Alpette,247870804-Ancolies,247917456-Ancolies,184653556-Anémones,256295594-Boulevard des Lacs,23422995-Boulevard des lutins,32266247-Boulevard des Marmottes,258195432-Boulevard des Marmottes,255384424-Brebis,23424402-Chalets,23257268-Champ Clotury,23258962-Chemin du Pâtre,334213911-Chemin du Pâtre,184501636-Chevreuils,213121094-Clot de la Mure,23424101-Col,32269920-Col,32268301-Corniche,226755403-Corniche Variante,219409074-Cote Brune,23256929-Couloir,318129595-Couloir,334350311-Couloir,222115164-Cristalliere,30483344-Crêtes,219397411-Crêtes,30483399-Côte,30483401-Côte,49152996-demoiselles,49152997-Demoiselles,192619085-Epicéa,219398248-Fée 1,48429941-Fée 2,487854441-Fée 2,49152991-Gentianes,222115161-Herpie,318129598-Herpie,318129599-Herpie,335067448-Herpie,23258004-Hirondelles,404553657-Jandry 1,67500011-La Diable,49152987-Les Farcis,333651837-Les Farcis,49152993-Les Gentianes,23258959-Les Vallons,250744684-Liaison,219275197-Lutins,49153608-Lys,268239864-Martagons,268239865-Martagons,23423039-Petit Prince,30483372-Petite Aiguille 1,219409066-Petite Aiguille 1,30483391-Petite Aiguille 2,238496602-Petite Aiguille 2,192617520-Pré-rond,23258034-Signal,44633633-Super Diable,48429024-Super Diable,44633634-Super Diable 1,219397415-Super Diable 1,219397418-Super Diable 1,219398249-Thuit 1,30483358-Thuit 2,30483361-Unamed pisteblue,30483412-Unamed pisteblue,30483419-Unamed pisteblue,30483423-Unamed pisteblue,30483426-Unamed pisteblue,30483430-Unamed pisteblue,30483441-Unamed pisteblue,30483445-Unamed pisteblue,30483446-Unamed pisteblue,30483458-Unamed pisteblue,44626180-Unamed pisteblue,44633551-Unamed pisteblue,48429032-Unamed pisteblue,222303614-Unamed pisteblue,247870788-Unamed pisteblue,247870832-Unamed pisteblue,247917459-Unamed pisteblue,258195437-Unamed pisteblue,258195438-Unamed pisteblue,258195439-Unamed pisteblue,268228870-Unamed pisteblue,334350307-Unamed pisteblue,334350308-Unamed pisteblue,335067447-Unamed pisteblue,404679028-Unamed pisteblue,405198700-Unamed pisteblue,23257935-Vachettes,247870784-Vachettes,247870791-Vachettes,184653590-Village,247870827-Village,334905145-Balcons,49153610-Bergeries,222115160-Cassini,334350309-Château Noir,23257842-Clocher de Mâcle,32266246-Col de Cluy,150810517-Combe charbonnière,184567299-Combe charbonnière,184501640-Cristaux,334569808-Cristaux,219291378-Diable 1,219409078-Diable 1,219291050-Diable 2,487854439-Diable 2,219291380-Diable 3,219291381-Diable 3,23422429-Glacier,184748427-Glacier,318129596-Glacier,318129597-Glacier,405198702-Glacier,23257919-La Balme,23424458-La Fare,255384421-La Forêt,213121091-La Garguette,415433737-La Valentin,184501656-Roche Noire,222115162-Sarenne,268239866-Sarenne,268239867-Sarenne,334904878-Sarenne,335328405-Sarenne,335328406-Sarenne,23422430-Tunnel,23422431-Tunnel,184501658-Tunnel,405198707-Tunnel,334897722-Tunnel des Grandes Rousses,30483349-Unamed pisteblack,48429620-Unamed pisteblack,184501661-Unamed pisteblack,318129600-Unamed pisteblack,334904877-Unamed pisteblack,30483348-Valentin,219397413-Valentin,23257192-Bartavelles,94415640-Bartavelles,23257916-Campanules,23256959-Chamois,318129592-Chamois,318129593-Chamois,256295595-Chavannus,23257954-Dahut,49157504-Dolomits,23257856-Déversoir,256295592-Déversoir,49152990-Escapades,23424333-Fontfroide,49157502-Hermine,184653588-Huez,184653589-Huez,184653596-Huez,184567302-KL,23257205-L'Alpette,23257277-L'Olmet,23257290-L'Olmet,23257331-L'Olmet,23257134-Le Belvédère,23257138-Le Belvédère,23422433-Le Belvédère,23256913-Le Dôme,32270441-Les Rhodos,333651838-Les Rhodos,333651839-Les Rhodos,333651840-Les Rhodos,333651841-Les Rhodos,23257167-Les Rousses,23424335-Les Tétras,256295593-Lièvre Blanc,32269917-Maronne,405198705-Maronne,30483380-Mont-de-Lans,23423128-Olympique,258195433-Olympique,258195434-Olympique,333335314-Olympique,23258039-Petite Sûre,247917458-Poutat,23422996-Poutran,256295596-Poutran,32267627-Promontoire,23258011-Signal Bis,23258971-Souveraine,255384425-Souveraine,256282088-Souveraine,247870823-Stade du Signal,30483356-Thuit 3,44625697-Thuit 3,44626173-Thuit 4,213121093-Tétras,23257131-Unamed pistered,23257299-Unamed pistered,30483382-Unamed pistered,30483385-Unamed pistered,30483449-Unamed pistered,30483453-Unamed pistered,30483456-Unamed pistered,30483462-Unamed pistered,44626179-Unamed pistered,213121095-Unamed pistered,219291051-Vallons 3,219409068-Vallons 4,219409072-Vallons 4,251701477-Variante,23424334-Vernettes,184653597-Villard,334213913-Villard,219409064-Accès 2 Alpes 1800,415433739-Accès 2 Alpes 1800,49157506-Agneaux,334569805-Agneaux,219275193-Alpette,184653606-Altiport,48410075-Ancontres,255068948-Ascenseur,258517315-Babars,30483359-Bellecombes 1,219397417-Bellecombes 1,219409071-Bosquet,219409077-Bosquet,219397419-Bretelle Petites Crêtes,23257280-Cannetons,23427501-Cannetons,23427502-Cannetons,395869947-Cannetons,395869948-Cannetons,184653558-Centrale,219409065-Champamé,184653559-Chardons,23258958-Chevreaux,255384423-Cloduit,256281950-Cloduit,256281951-Cloduit,256281952-Cloduit,405198701-Cloduit,334350310-Clos du Pré,44625843-Clot des Fonds,263828146-Clot des Fonds,263828147-Clot des Fonds,150896394-Club Med,184653561-Club Med,184653562-Club Med,184653563-Club Med,184653564-Club Med,258184492-Club Med,219409069-Coolidge 1,219409079-Coolidge 2,32271310-Crocus,219397414-Crêtes,213121092-Côtes du Col,219275195-Demoiselles,219409067-Gentianes,219397410-Jandri 2,23256975-Jeux,23258054-L'Estacade,23258945-L'Estacade,23258946-L'Estacade,93995460-L'Estacade,93995461-L'Estacade,268228867-L'Estacade,268228868-L'Estacade,23422683-Lama,30483304-Le Défi,415433738-Le Défi,431980076-Le Défi,23257817-Le Gua,49152998-Le Gua,335328404-Le Gua,23257999-Le Rifnel,23257983-Le Taburle,49157505-Les Bergers,318129601-Les Bergers,214778287-Les Clarines,214778289-Les Clarines,318129602-Les Clarines,214778286-Les Poussins,334213912-Les Sagnes,247870776-Loup Blanc,23422884-Lutins,32271309-Marmottes,318129603-Myosotis,184653569-Mélèzes,219409070-Petite Aiguille 1,238287346-Petite Aiguille 1,238287347-Petite Aiguille 1,238415228-Petite Aiguille 1,238415229-Petite Aiguille 1,238419021-Petite Aiguille 1,238419025-Petite Aiguille 1,219397412-Petites Crêtes,334569817-Pierre Novat,184653570-Piste de Bob,258517317-Piste de Bob,44626194-Rivets,150887129-Romains,222119327-Sapins,255384426-Tortue,23256964-Unamed pistegreen,23258002-Unamed pistegreen,23422829-Unamed pistegreen,30483365-Unamed pistegreen,30483433-Unamed pistegreen,44625841-Unamed pistegreen,44626188-Unamed pistegreen,44626189-Unamed pistegreen,47936672-Unamed pistegreen,48429031-Unamed pistegreen,184653608-Unamed pistegreen,184653610-Unamed pistegreen,184653611-Unamed pistegreen,214778285-Unamed pistegreen,247870786-Unamed pistegreen,257012806-Unamed pistegreen,257012810-Unamed pistegreen,257014499-Unamed pistegreen,257014500-Unamed pistegreen,257014501-Unamed pistegreen,257014502-Unamed pistegreen,257014503-Unamed pistegreen,258517319-Unamed pistegreen,258517320-Unamed pistegreen,258517321-Unamed pistegreen,318129590-Unamed pistegreen,318129591-Unamed pistegreen,334213910-Unamed pistegreen,381864100-Unamed pistegreen,381864101-Unamed pistegreen,439717105-Unamed pistegreen,219409073-Viking 1,219409076-Viking 1,219409061-Viking 2,247870812-Violettes,23424331-Éterlous,49152995-Éterlous	
Experiment	994707	updateZoneForCurrentFilter()	
Experiment	994734	User aborted calculation of zone after data point number warning with data points=4678	
Experiment	997478	Zone recalculated for Filter6 in: 	2743
Experiment	997510	recalcZones()	
Experiment	997970	Scenarios recalculated in:	459
Experiment	997972	Current Zone Size (km2): Scenario 1	107.5975351202185
Experiment	997973	bufferChanged() Filter6, 0.3	
Experiment	997973	setPrompt() oldPrompt=8, newPrompt=8	
Experiment	997973	selectFilter(Filter6)	
Experiment	998842	Filter Updated: Filter6 Buffer=0.3, Distance=, SelectedItems=219275198-Alpette,247870804-Ancolies,247917456-Ancolies,184653556-Anémones,256295594-Boulevard des Lacs,23422995-Boulevard des lutins,32266247-Boulevard des Marmottes,258195432-Boulevard des Marmottes,255384424-Brebis,23424402-Chalets,23257268-Champ Clotury,23258962-Chemin du Pâtre,334213911-Chemin du Pâtre,184501636-Chevreuils,213121094-Clot de la Mure,23424101-Col,32269920-Col,32268301-Corniche,226755403-Corniche Variante,219409074-Cote Brune,23256929-Couloir,318129595-Couloir,334350311-Couloir,222115164-Cristalliere,30483344-Crêtes,219397411-Crêtes,30483399-Côte,30483401-Côte,49152996-demoiselles,49152997-Demoiselles,192619085-Epicéa,219398248-Fée 1,48429941-Fée 2,487854441-Fée 2,49152991-Gentianes,222115161-Herpie,318129598-Herpie,318129599-Herpie,335067448-Herpie,23258004-Hirondelles,404553657-Jandry 1,67500011-La Diable,49152987-Les Farcis,333651837-Les Farcis,49152993-Les Gentianes,23258959-Les Vallons,250744684-Liaison,219275197-Lutins,49153608-Lys,268239864-Martagons,268239865-Martagons,23423039-Petit Prince,30483372-Petite Aiguille 1,219409066-Petite Aiguille 1,30483391-Petite Aiguille 2,238496602-Petite Aiguille 2,192617520-Pré-rond,23258034-Signal,44633633-Super Diable,48429024-Super Diable,44633634-Super Diable 1,219397415-Super Diable 1,219397418-Super Diable 1,219398249-Thuit 1,30483358-Thuit 2,30483361-Unamed pisteblue,30483412-Unamed pisteblue,30483419-Unamed pisteblue,30483423-Unamed pisteblue,30483426-Unamed pisteblue,30483430-Unamed pisteblue,30483441-Unamed pisteblue,30483445-Unamed pisteblue,30483446-Unamed pisteblue,30483458-Unamed pisteblue,44626180-Unamed pisteblue,44633551-Unamed pisteblue,48429032-Unamed pisteblue,222303614-Unamed pisteblue,247870788-Unamed pisteblue,247870832-Unamed pisteblue,247917459-Unamed pisteblue,258195437-Unamed pisteblue,258195438-Unamed pisteblue,258195439-Unamed pisteblue,268228870-Unamed pisteblue,334350307-Unamed pisteblue,334350308-Unamed pisteblue,335067447-Unamed pisteblue,404679028-Unamed pisteblue,405198700-Unamed pisteblue,23257935-Vachettes,247870784-Vachettes,247870791-Vachettes,184653590-Village,247870827-Village,334905145-Balcons,49153610-Bergeries,222115160-Cassini,334350309-Château Noir,23257842-Clocher de Mâcle,32266246-Col de Cluy,150810517-Combe charbonnière,184567299-Combe charbonnière,184501640-Cristaux,334569808-Cristaux,219291378-Diable 1,219409078-Diable 1,219291050-Diable 2,487854439-Diable 2,219291380-Diable 3,219291381-Diable 3,23422429-Glacier,184748427-Glacier,318129596-Glacier,318129597-Glacier,405198702-Glacier,23257919-La Balme,23424458-La Fare,255384421-La Forêt,213121091-La Garguette,415433737-La Valentin,184501656-Roche Noire,222115162-Sarenne,268239866-Sarenne,268239867-Sarenne,334904878-Sarenne,335328405-Sarenne,335328406-Sarenne,23422430-Tunnel,23422431-Tunnel,184501658-Tunnel,405198707-Tunnel,334897722-Tunnel des Grandes Rousses,30483349-Unamed pisteblack,48429620-Unamed pisteblack,184501661-Unamed pisteblack,318129600-Unamed pisteblack,334904877-Unamed pisteblack,30483348-Valentin,219397413-Valentin,23257192-Bartavelles,94415640-Bartavelles,23257916-Campanules,23256959-Chamois,318129592-Chamois,318129593-Chamois,256295595-Chavannus,23257954-Dahut,49157504-Dolomits,23257856-Déversoir,256295592-Déversoir,49152990-Escapades,23424333-Fontfroide,49157502-Hermine,184653588-Huez,184653589-Huez,184653596-Huez,184567302-KL,23257205-L'Alpette,23257277-L'Olmet,23257290-L'Olmet,23257331-L'Olmet,23257134-Le Belvédère,23257138-Le Belvédère,23422433-Le Belvédère,23256913-Le Dôme,32270441-Les Rhodos,333651838-Les Rhodos,333651839-Les Rhodos,333651840-Les Rhodos,333651841-Les Rhodos,23257167-Les Rousses,23424335-Les Tétras,256295593-Lièvre Blanc,32269917-Maronne,405198705-Maronne,30483380-Mont-de-Lans,23423128-Olympique,258195433-Olympique,258195434-Olympique,333335314-Olympique,23258039-Petite Sûre,247917458-Poutat,23422996-Poutran,256295596-Poutran,32267627-Promontoire,23258011-Signal Bis,23258971-Souveraine,255384425-Souveraine,256282088-Souveraine,247870823-Stade du Signal,30483356-Thuit 3,44625697-Thuit 3,44626173-Thuit 4,213121093-Tétras,23257131-Unamed pistered,23257299-Unamed pistered,30483382-Unamed pistered,30483385-Unamed pistered,30483449-Unamed pistered,30483453-Unamed pistered,30483456-Unamed pistered,30483462-Unamed pistered,44626179-Unamed pistered,213121095-Unamed pistered,219291051-Vallons 3,219409068-Vallons 4,219409072-Vallons 4,251701477-Variante,23424334-Vernettes,184653597-Villard,334213913-Villard,219409064-Accès 2 Alpes 1800,415433739-Accès 2 Alpes 1800,49157506-Agneaux,334569805-Agneaux,219275193-Alpette,184653606-Altiport,48410075-Ancontres,255068948-Ascenseur,258517315-Babars,30483359-Bellecombes 1,219397417-Bellecombes 1,219409071-Bosquet,219409077-Bosquet,219397419-Bretelle Petites Crêtes,23257280-Cannetons,23427501-Cannetons,23427502-Cannetons,395869947-Cannetons,395869948-Cannetons,184653558-Centrale,219409065-Champamé,184653559-Chardons,23258958-Chevreaux,255384423-Cloduit,256281950-Cloduit,256281951-Cloduit,256281952-Cloduit,405198701-Cloduit,334350310-Clos du Pré,44625843-Clot des Fonds,263828146-Clot des Fonds,263828147-Clot des Fonds,150896394-Club Med,184653561-Club Med,184653562-Club Med,184653563-Club Med,184653564-Club Med,258184492-Club Med,219409069-Coolidge 1,219409079-Coolidge 2,32271310-Crocus,219397414-Crêtes,213121092-Côtes du Col,219275195-Demoiselles,219409067-Gentianes,219397410-Jandri 2,23256975-Jeux,23258054-L'Estacade,23258945-L'Estacade,23258946-L'Estacade,93995460-L'Estacade,93995461-L'Estacade,268228867-L'Estacade,268228868-L'Estacade,23422683-Lama,30483304-Le Défi,415433738-Le Défi,431980076-Le Défi,23257817-Le Gua,49152998-Le Gua,335328404-Le Gua,23257999-Le Rifnel,23257983-Le Taburle,49157505-Les Bergers,318129601-Les Bergers,214778287-Les Clarines,214778289-Les Clarines,318129602-Les Clarines,214778286-Les Poussins,334213912-Les Sagnes,247870776-Loup Blanc,23422884-Lutins,32271309-Marmottes,318129603-Myosotis,184653569-Mélèzes,219409070-Petite Aiguille 1,238287346-Petite Aiguille 1,238287347-Petite Aiguille 1,238415228-Petite Aiguille 1,238415229-Petite Aiguille 1,238419021-Petite Aiguille 1,238419025-Petite Aiguille 1,219397412-Petites Crêtes,334569817-Pierre Novat,184653570-Piste de Bob,258517317-Piste de Bob,44626194-Rivets,150887129-Romains,222119327-Sapins,255384426-Tortue,23256964-Unamed pistegreen,23258002-Unamed pistegreen,23422829-Unamed pistegreen,30483365-Unamed pistegreen,30483433-Unamed pistegreen,44625841-Unamed pistegreen,44626188-Unamed pistegreen,44626189-Unamed pistegreen,47936672-Unamed pistegreen,48429031-Unamed pistegreen,184653608-Unamed pistegreen,184653610-Unamed pistegreen,184653611-Unamed pistegreen,214778285-Unamed pistegreen,247870786-Unamed pistegreen,257012806-Unamed pistegreen,257012810-Unamed pistegreen,257014499-Unamed pistegreen,257014500-Unamed pistegreen,257014501-Unamed pistegreen,257014502-Unamed pistegreen,257014503-Unamed pistegreen,258517319-Unamed pistegreen,258517320-Unamed pistegreen,258517321-Unamed pistegreen,318129590-Unamed pistegreen,318129591-Unamed pistegreen,334213910-Unamed pistegreen,381864100-Unamed pistegreen,381864101-Unamed pistegreen,439717105-Unamed pistegreen,219409073-Viking 1,219409076-Viking 1,219409061-Viking 2,247870812-Violettes,23424331-Éterlous,49152995-Éterlous	
Experiment	998842	updateZoneForCurrentFilter()	
Experiment	998864	User aborted calculation of zone after data point number warning with data points=4678	
Experiment	1001565	Zone recalculated for Filter6 in: 	2700
Experiment	1001566	recalcZones()	
Experiment	1002004	Scenarios recalculated in:	436
Experiment	1002006	Current Zone Size (km2): Scenario 1	107.5975351202185
Experiment	1002007	bufferChanged() Filter6, 0.3	
Experiment	1002008	setPrompt() oldPrompt=8, newPrompt=8	
Experiment	1002008	selectFilter(Filter6)	
Experiment	1002884	Filter Updated: Filter6 Buffer=0.3, Distance=, SelectedItems=219275198-Alpette,247870804-Ancolies,247917456-Ancolies,184653556-Anémones,256295594-Boulevard des Lacs,23422995-Boulevard des lutins,32266247-Boulevard des Marmottes,258195432-Boulevard des Marmottes,255384424-Brebis,23424402-Chalets,23257268-Champ Clotury,23258962-Chemin du Pâtre,334213911-Chemin du Pâtre,184501636-Chevreuils,213121094-Clot de la Mure,23424101-Col,32269920-Col,32268301-Corniche,226755403-Corniche Variante,219409074-Cote Brune,23256929-Couloir,318129595-Couloir,334350311-Couloir,222115164-Cristalliere,30483344-Crêtes,219397411-Crêtes,30483399-Côte,30483401-Côte,49152996-demoiselles,49152997-Demoiselles,192619085-Epicéa,219398248-Fée 1,48429941-Fée 2,487854441-Fée 2,49152991-Gentianes,222115161-Herpie,318129598-Herpie,318129599-Herpie,335067448-Herpie,23258004-Hirondelles,404553657-Jandry 1,67500011-La Diable,49152987-Les Farcis,333651837-Les Farcis,49152993-Les Gentianes,23258959-Les Vallons,250744684-Liaison,219275197-Lutins,49153608-Lys,268239864-Martagons,268239865-Martagons,23423039-Petit Prince,30483372-Petite Aiguille 1,219409066-Petite Aiguille 1,30483391-Petite Aiguille 2,238496602-Petite Aiguille 2,192617520-Pré-rond,23258034-Signal,44633633-Super Diable,48429024-Super Diable,44633634-Super Diable 1,219397415-Super Diable 1,219397418-Super Diable 1,219398249-Thuit 1,30483358-Thuit 2,30483361-Unamed pisteblue,30483412-Unamed pisteblue,30483419-Unamed pisteblue,30483423-Unamed pisteblue,30483426-Unamed pisteblue,30483430-Unamed pisteblue,30483441-Unamed pisteblue,30483445-Unamed pisteblue,30483446-Unamed pisteblue,30483458-Unamed pisteblue,44626180-Unamed pisteblue,44633551-Unamed pisteblue,48429032-Unamed pisteblue,222303614-Unamed pisteblue,247870788-Unamed pisteblue,247870832-Unamed pisteblue,247917459-Unamed pisteblue,258195437-Unamed pisteblue,258195438-Unamed pisteblue,258195439-Unamed pisteblue,268228870-Unamed pisteblue,334350307-Unamed pisteblue,334350308-Unamed pisteblue,335067447-Unamed pisteblue,404679028-Unamed pisteblue,405198700-Unamed pisteblue,23257935-Vachettes,247870784-Vachettes,247870791-Vachettes,184653590-Village,247870827-Village,334905145-Balcons,49153610-Bergeries,222115160-Cassini,334350309-Château Noir,23257842-Clocher de Mâcle,32266246-Col de Cluy,150810517-Combe charbonnière,184567299-Combe charbonnière,184501640-Cristaux,334569808-Cristaux,219291378-Diable 1,219409078-Diable 1,219291050-Diable 2,487854439-Diable 2,219291380-Diable 3,219291381-Diable 3,23422429-Glacier,184748427-Glacier,318129596-Glacier,318129597-Glacier,405198702-Glacier,23257919-La Balme,23424458-La Fare,255384421-La Forêt,213121091-La Garguette,415433737-La Valentin,184501656-Roche Noire,222115162-Sarenne,268239866-Sarenne,268239867-Sarenne,334904878-Sarenne,335328405-Sarenne,335328406-Sarenne,23422430-Tunnel,23422431-Tunnel,184501658-Tunnel,405198707-Tunnel,334897722-Tunnel des Grandes Rousses,30483349-Unamed pisteblack,48429620-Unamed pisteblack,184501661-Unamed pisteblack,318129600-Unamed pisteblack,334904877-Unamed pisteblack,30483348-Valentin,219397413-Valentin,23257192-Bartavelles,94415640-Bartavelles,23257916-Campanules,23256959-Chamois,318129592-Chamois,318129593-Chamois,256295595-Chavannus,23257954-Dahut,49157504-Dolomits,23257856-Déversoir,256295592-Déversoir,49152990-Escapades,23424333-Fontfroide,49157502-Hermine,184653588-Huez,184653589-Huez,184653596-Huez,184567302-KL,23257205-L'Alpette,23257277-L'Olmet,23257290-L'Olmet,23257331-L'Olmet,23257134-Le Belvédère,23257138-Le Belvédère,23422433-Le Belvédère,23256913-Le Dôme,32270441-Les Rhodos,333651838-Les Rhodos,333651839-Les Rhodos,333651840-Les Rhodos,333651841-Les Rhodos,23257167-Les Rousses,23424335-Les Tétras,256295593-Lièvre Blanc,32269917-Maronne,405198705-Maronne,30483380-Mont-de-Lans,23423128-Olympique,258195433-Olympique,258195434-Olympique,333335314-Olympique,23258039-Petite Sûre,247917458-Poutat,23422996-Poutran,256295596-Poutran,32267627-Promontoire,23258011-Signal Bis,23258971-Souveraine,255384425-Souveraine,256282088-Souveraine,247870823-Stade du Signal,30483356-Thuit 3,44625697-Thuit 3,44626173-Thuit 4,213121093-Tétras,23257131-Unamed pistered,23257299-Unamed pistered,30483382-Unamed pistered,30483385-Unamed pistered,30483449-Unamed pistered,30483453-Unamed pistered,30483456-Unamed pistered,30483462-Unamed pistered,44626179-Unamed pistered,213121095-Unamed pistered,219291051-Vallons 3,219409068-Vallons 4,219409072-Vallons 4,251701477-Variante,23424334-Vernettes,184653597-Villard,334213913-Villard,219409064-Accès 2 Alpes 1800,415433739-Accès 2 Alpes 1800,49157506-Agneaux,334569805-Agneaux,219275193-Alpette,184653606-Altiport,48410075-Ancontres,255068948-Ascenseur,258517315-Babars,30483359-Bellecombes 1,219397417-Bellecombes 1,219409071-Bosquet,219409077-Bosquet,219397419-Bretelle Petites Crêtes,23257280-Cannetons,23427501-Cannetons,23427502-Cannetons,395869947-Cannetons,395869948-Cannetons,184653558-Centrale,219409065-Champamé,184653559-Chardons,23258958-Chevreaux,255384423-Cloduit,256281950-Cloduit,256281951-Cloduit,256281952-Cloduit,405198701-Cloduit,334350310-Clos du Pré,44625843-Clot des Fonds,263828146-Clot des Fonds,263828147-Clot des Fonds,150896394-Club Med,184653561-Club Med,184653562-Club Med,184653563-Club Med,184653564-Club Med,258184492-Club Med,219409069-Coolidge 1,219409079-Coolidge 2,32271310-Crocus,219397414-Crêtes,213121092-Côtes du Col,219275195-Demoiselles,219409067-Gentianes,219397410-Jandri 2,23256975-Jeux,23258054-L'Estacade,23258945-L'Estacade,23258946-L'Estacade,93995460-L'Estacade,93995461-L'Estacade,268228867-L'Estacade,268228868-L'Estacade,23422683-Lama,30483304-Le Défi,415433738-Le Défi,431980076-Le Défi,23257817-Le Gua,49152998-Le Gua,335328404-Le Gua,23257999-Le Rifnel,23257983-Le Taburle,49157505-Les Bergers,318129601-Les Bergers,214778287-Les Clarines,214778289-Les Clarines,318129602-Les Clarines,214778286-Les Poussins,334213912-Les Sagnes,247870776-Loup Blanc,23422884-Lutins,32271309-Marmottes,318129603-Myosotis,184653569-Mélèzes,219409070-Petite Aiguille 1,238287346-Petite Aiguille 1,238287347-Petite Aiguille 1,238415228-Petite Aiguille 1,238415229-Petite Aiguille 1,238419021-Petite Aiguille 1,238419025-Petite Aiguille 1,219397412-Petites Crêtes,334569817-Pierre Novat,184653570-Piste de Bob,258517317-Piste de Bob,44626194-Rivets,150887129-Romains,222119327-Sapins,255384426-Tortue,23256964-Unamed pistegreen,23258002-Unamed pistegreen,23422829-Unamed pistegreen,30483365-Unamed pistegreen,30483433-Unamed pistegreen,44625841-Unamed pistegreen,44626188-Unamed pistegreen,44626189-Unamed pistegreen,47936672-Unamed pistegreen,48429031-Unamed pistegreen,184653608-Unamed pistegreen,184653610-Unamed pistegreen,184653611-Unamed pistegreen,214778285-Unamed pistegreen,247870786-Unamed pistegreen,257012806-Unamed pistegreen,257012810-Unamed pistegreen,257014499-Unamed pistegreen,257014500-Unamed pistegreen,257014501-Unamed pistegreen,257014502-Unamed pistegreen,257014503-Unamed pistegreen,258517319-Unamed pistegreen,258517320-Unamed pistegreen,258517321-Unamed pistegreen,318129590-Unamed pistegreen,318129591-Unamed pistegreen,334213910-Unamed pistegreen,381864100-Unamed pistegreen,381864101-Unamed pistegreen,439717105-Unamed pistegreen,219409073-Viking 1,219409076-Viking 1,219409061-Viking 2,247870812-Violettes,23424331-Éterlous,49152995-Éterlous	
Experiment	1002884	updateZoneForCurrentFilter()	
Experiment	1002903	User aborted calculation of zone after data point number warning with data points=4678	
Experiment	1005465	Zone recalculated for Filter6 in: 	2562
Experiment	1005466	recalcZones()	
Experiment	1006075	Scenarios recalculated in:	608
Experiment	1006077	Current Zone Size (km2): Scenario 1	107.5975351202185
Experiment	1006086	bufferChanged() Filter6, 0.3	
Experiment	1006086	setPrompt() oldPrompt=8, newPrompt=8	
Experiment	1006086	selectFilter(Filter6)	
